bill_id,short_title,sponsor,co_sponsors,floor_sponsor,last_action,last_action_owner,subjects,num_substitutes,substitute_sponsors,active_version,subjects_changed,committees,money_appropriated,originating_chamber,final_chamber,sponsor_id,session_year,session_id
HB0088,Noncompetition Agreement Amendments,GREENBM,None,,House/ filed,House file for bills not passed,Business; Contracts,0,None,HB0088,False,,None,House,,GREENBM,2016,2016GS
HB0089,Office of State Debt Collection Reporting Amendments,HALLHC,None,HARPEWA,Governor Signed,Lieutenant Governor's office for filing,Department of Administrative Services; Government Operations (State Issues); Appropriations,0,None,HB0089,False,Senate Government Operations and Political Subdivisions Committee; House Revenue and Taxation Committee,None,House,,HALLHC,2016,2016GS
HB0090,Education Background Check Amendments,HANDYSG,None,MILLNA,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education,0,None,HB0090,False,Senate Education Committee; House Education Committee,None,House,,HANDYSG,2016,2016GS
HB0091,Interest Rate Amendments,POWELK,None,,House/ filed,House file for bills not passed,Business; Contracts,0,None,HB0091,False,House Judiciary Committee,None,House,,POWELK,2016,2016GS
HB0092,Local School Board Levy Rate Amendments,POWELK,None,,House/ filed,House file for bills not passed,Education; Public Education; Local Boards of Education; Property Tax; Revenue and Taxation,0,None,HB0092,False,House Revenue and Taxation Committee,None,House,,POWELK,2016,2016GS
HB0093,Organ Donor Amendments,FROERG,None,SHIOZBE,Governor Signed,Lieutenant Governor's office for filing,Education; Higher Education,0,None,HB0093,False,Senate Education Committee; House Health and Human Services Committee,None,House,,FROERG,2016,2016GS
HB0095,Political Issues Committee Amendments,POWELK,None,VANTAKT,Governor Signed,Lieutenant Governor's office for filing,Elections; Government Operations (State Issues); Campaign Finance,0,None,HB0095,False,Senate Government Operations and Political Subdivisions Committee; House Political Subdivisions Committee,None,House,,POWELK,2016,2016GS
HB0096,Single Sign-on Business Database,CUTLEBR,None,SHIOZBE,Governor Signed,Lieutenant Governor's office for filing,Technology; Business,0,None,HB0096S02,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,CUTLEBR,2016,2016GS
HB0097,Children with Cancer Special License Plate,EDWARRP,None,FILLML,Governor Signed,Lieutenant Governor's office for filing,License Plates; Transportation,0,None,HB0097,False,House Transportation Committee; Senate Transportation and Public Utilities and Technology Committee,None,House,,EDWARRP,2016,2016GS
HB0098,National Guard Death Benefit Amendments,RAYP,None,KNUDSPC,Governor Signed,Lieutenant Governor's office for filing,Military Services,0,None,HB0098S01,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,"This bill appropriates:<hr><ltbullet>to the National Guard Death Benefit Account, as an ongoing appropriation from the General Fund, $9,500.",House,,RAYP,2016,2016GS
HB0099,Military Retirement Income Tax Exemption,PERRYLB,None,,House/ filed,House file for bills not passed,Retirement; Income Tax; Revenue and Taxation,0,None,HB0099,False,House Revenue and Taxation Committee,None,House,,PERRYLB,2016,2016GS
HB0100,Emergency Medical Services Personnel Licensure Interstate Compact,SCHULM,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Emergency Management; Health; Health Care Providers,0,None,HB0100,False,Senate Health and Human Services Committee,None,House,,SCHULM,2016,2016GS
HB0101,Disabled Adult Guardianship Amendments,COXFC,None,HILLYLW,Governor Signed,Lieutenant Governor's office for filing,Courts; Judiciary; Uniform Probate Code; Disabilities,0,None,HB0101S02,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",None,House,,COXFC,2016,2016GS
HB0102,Transliterator Services Amendments,EDWARRP,None,,House/ filed,House file for bills not passed,Education; Public Education; State Board of Education,0,None,HB0102S01,False,House Health and Human Services Committee,None,House,,EDWARRP,2016,2016GS
HB0103,Department of Administrative Services Amendments,ODAC,None,STEPHHA,Governor Signed,Lieutenant Governor's office for filing,Administrative Law; Archives; Government Operations (State Issues),0,None,HB0103S01,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,ODAC,2016,2016GS
HB0104,Property Taxation Amendments,PETERJA,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,Political Subdivisions (Local Issues); Property Tax; Revenue and Taxation,0,None,HB0104S01,False,Senate Revenue and Taxation Committee; House Revenue and Taxation Committee,None,House,,PETERJA,2016,2016GS
HB0105,Human Trafficking Revisions,ROMERAY,None,HARPEWA,Governor Signed,Lieutenant Governor's office for filing,Criminal Code; Offenses; Law Enforcement and Criminal Justice,0,None,HB0105,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee",None,House,,ROMERAY,2016,2016GS
HB0106,Securities Amendments,CUNNIR,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Business; Commerce and Trade; Securities,0,None,HB0106,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,CUNNIR,2016,2016GS
HB0107,Early College High Schools,PETERVL,None,DAYTOM,House/ filed,House file for bills not passed,Education; Higher Education; Strategic Planning for Education,0,None,HB0107S01,False,Senate Education Committee; House Education Committee,None,House,,PETERVL,2016,2016GS
HB0108,Licensing Amendments,COXFC,None,,House/ filed,House file for bills not passed,Occupational and Professional Licensing,0,None,HB0108,False,,None,House,,COXFC,2016,2016GS
HB0109,Construction Trades Education Amendments,COXFC,None,,House/ filed,House file for bills not passed,Construction Industries; Occupational and Professional Licensing,0,None,HB0109,False,,None,House,,COXFC,2016,2016GS
HB0110,Election Law Changes,HALLHC,None,OKERLR,House/ filed,House file for bills not passed,Elections; Voter Registration; Government Operations (State Issues),0,None,HB0110S03,False,Senate Government Operations and Political Subdivisions Committee; House Government Operations Committee,None,House,,HALLHC,2016,2016GS
HB0111,Domestic Asset Protection Trust Amendments,TANNEED,None,,House/ filed,House file for bills not passed,Trusts; Judiciary,0,None,HB0111,False,House Business and Labor Committee,None,House,,TANNEED,2016,2016GS
HB0112,Continuing Education for Contractor Licensing Amendments,SANDASD,None,ADAMSJS,Governor Signed,Lieutenant Governor's office for filing,Business; Construction Industries; Occupational and Professional Licensing,0,None,HB0112S01,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,SANDASD,2016,2016GS
HB0113,Health Care Sharing Ministry Amendments,KENNEMS,None,WEILET,House/ filed,House file for bills not passed,Health; Health Care,0,None,HB0113,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,KENNEMS,2016,2016GS
HB0114,Controlled Substance Reporting,WARDR,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Controlled Substances; Health,0,None,HB0114,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Health and Human Services Committee",None,House,,WARDR,2016,2016GS
HB0115,Beekeeping Modifications,ROBERMK,None,,House/ filed,House file for bills not passed,Agriculture; Animals; Natural Resources; Wildlife,0,None,HB0115S01,False,"House Natural Resources, Agriculture, and Environment Committee",None,House,,ROBERMK,2016,2016GS
HB0116,Determination of Employer Status Amendments,GREENBM,None,STEVEJW,Governor Signed,Lieutenant Governor's office for filing,Insurance; Business; Labor; Workforce Services,0,None,HB0116S03,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,GREENBM,2016,2016GS
HB0117,Modifications to Postretirement Reemployment Restrictions,CUNNIR,None,,House/ filed,House file for bills not passed,Education; Retirement,0,None,HB0117,False,House Revenue and Taxation Committee,None,House,,CUNNIR,2016,2016GS
HB0118,Public Access of Administrative Action Amendments,GREENBM,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Government Records; Administrative Law; Occupational and Professional Licensing,0,None,HB0118S01,False,Senate Business and Labor Committee; House Judiciary Committee,None,House,,GREENBM,2016,2016GS
HB0119,Straight Ticket Voting Amendments,ARENTPM,None,,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0119,False,House Government Operations Committee,None,House,,ARENTPM,2016,2016GS
HB0120,DUI Enforcement Funding Amendments,ELIASS,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Driving Under the Influence (DUI); Transportation,0,None,HB0120S01,False,"House Law Enforcement and Criminal Justice Committee; Senate Judiciary, Law Enforcement, and Criminal Justice Committee","This bill appropriates in fiscal year 2017:<hr><ltbullet>to the Department of Public Safety - Highway Safety as a one-time appropriation:<hr><ltbullet1>from the Department of Public Safety Restricted Account, $423,200.",House,,ELIASS,2016,2016GS
HB0121,Building Code Amendments,EDWARRP,None,,House/ filed,House file for bills not passed,Business; Construction Industries,0,None,HB0121,False,,None,House,,EDWARRP,2016,2016GS
HB0122,Sales Tax Exemption for Public Buildings Contractors,POWELK,None,,House/ filed,House file for bills not passed,Sales and Use Tax; Revenue and Taxation,0,None,HB0122,False,House Revenue and Taxation Committee,None,House,,POWELK,2016,2016GS
HB0123,Office of Attorney General - Conflict of Interest,NOELME,None,,House/ filed,House file for bills not passed,Conflicts of Interest; Public Safety; Government Operations (State Issues),0,None,HB0123,False,House Government Operations Committee,None,House,,NOELME,2016,2016GS
HB0124,Monitoring Equipment in a Care Facility,HAWKETD,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Health; Health Care; Health Care Facilities,0,None,HB0124S02,False,House Health and Human Services Committee; Senate Health and Human Services Committee,None,House,,HAWKETD,2016,2016GS
HB0125,Fire Code Amendments,COXFC,None,,House/ filed,House file for bills not passed,Construction and Fire Codes; Fire Protection,0,None,HB0125,False,,None,House,,COXFC,2016,2016GS
HB0126,Unmanned Aircraft Revisions,POWELK,None,VANTAKT,Governor Signed,Lieutenant Governor's office for filing,Law Enforcement and Criminal Justice; Fire Protection,0,None,HB0126S03,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Natural Resources, Agriculture, and Environment Committee",None,House,,POWELK,2016,2016GS
HB0127,License Plate Options,PETERVL,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,License Plates; Transportation,0,None,HB0127S01,False,House Transportation Committee; Senate Transportation and Public Utilities and Technology Committee,None,House,,PETERVL,2016,2016GS
HB0128,Alimony Amendments,STRATKJ,None,HILLYLW,House/ filed,House file for bills not passed,Family; Marriage / Divorce; Judiciary,0,None,HB0128,False,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee; House Judiciary Committee",None,House,,STRATKJ,2016,2016GS
HB0129,Towing Surcharge Amendments,STRATKJ,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Transportation; Tow Trucks,0,None,HB0129,False,House Transportation Committee; Senate Transportation and Public Utilities and Technology Committee,None,House,,STRATKJ,2016,2016GS
HB0130,Electric Vehicle Infrastructure Amendments,ARENTPM,None,VANTAKT,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Business Development,0,None,HB0130,False,"House Public Utilities, Energy, and Technology Committee; Senate Transportation, Public Utilities, Energy, and Technology Committee",None,House,,ARENTPM,2016,2016GS
HB0131,Election Modifications,MCCAYD,None,,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0131S01,False,House Government Operations Committee,None,House,,MCCAYD,2016,2016GS
HB0132,Local Government Licensing Amendments,ANDERJL,None,JACKSAB,House/ filed,House file for bills not passed,Business; Political Subdivisions (Local Issues); Municipal Government,0,None,HB0132S01,False,Senate Government Operations and Political Subdivisions Committee; House Business and Labor Committee,None,House,,ANDERJL,2016,2016GS
HB0133,Municipal Government Amendments,ANDERJL,None,,House/ filed,House file for bills not passed,Political Subdivisions (Local Issues); Municipal Government,0,None,HB0133,False,House Government Operations Committee,None,House,,ANDERJL,2016,2016GS
HB0134,State Work of Art,EDWARRP,None,KNUDSPC,House/ filed,House file for bills not passed,Government Operations (State Issues); State Symbols and Designations,0,None,HB0134,False,House Economic Development and Workforce Services Committee; Senate Economic Development and Workforce Services Committee,None,House,,EDWARRP,2016,2016GS
